,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
46235,46236,Male,22,Returning,Business,Business,752,4,5.0,1,1,3,3,1,2,3,2,3,3,3,3,3,4
101976,101977,Male,26,Returning,Personal,Economy,628,12,12.0,3,2,3,2,4,3,1,1,1,1,3,2,1,3
122308,122309,Male,54,Returning,Personal,Economy,541,0,33.0,5,4,3,4,5,3,1,4,1,1,4,4,1,5
118519,118520,Female,49,Returning,Business,Business,3797,2,2.0,2,2,4,3,2,3,3,3,2,5,3,3,3,3
122358,122359,Male,27,Returning,Business,Business,529,0,0.0,2,2,1,1,2,4,2,4,2,2,3,2,2,3
120131,120132,Female,26,Returning,Business,Business,1475,0,0.0,2,2,3,5,2,3,4,4,4,4,4,2,4,4
97681,97682,Male,30,Returning,Personal,Economy,491,6,8.0,1,3,3,3,3,4,4,1,4,4,3,3,4,3
9498,9499,Male,37,First-time,Business,Business,239,0,0.0,1,1,4,1,4,5,5,5,5,5,4,1,5,5
70985,70986,Female,40,Returning,Business,Business,802,0,0.0,3,3,5,5,3,4,4,4,3,4,4,3,4,4
125032,125033,Female,28,Returning,Business,Business,2300,0,0.0,2,2,5,2,2,3,2,3,2,2,4,2,2,5
15475,15476,Male,16,Returning,Personal,Economy,331,0,0.0,2,3,4,3,3,2,1,5,2,2,3,3,2,3
50200,50201,Female,29,First-time,Business,Economy,89,1,0.0,5,2,2,2,3,1,4,4,4,4,2,2,4,3
52599,52600,Male,27,Returning,Business,Business,160,0,0.0,2,2,1,5,2,3,5,5,5,5,1,2,5,4
12110,12111,Male,22,Returning,Business,Business,2107,2,26.0,1,1,4,5,1,4,5,2,5,5,1,1,5,3
37544,37545,Female,23,First-time,Business,Economy,1076,0,0.0,2,2,3,2,4,2,5,2,5,5,4,2,5,3
124024,124025,Male,14,Returning,Personal,Economy,184,0,0.0,3,0,3,0,3,2,2,5,2,2,5,2,2,5
45399,45400,Female,25,Returning,Personal,Business,458,0,0.0,5,2,2,2,1,2,3,1,1,1,5,2,1,1
35380,35381,Female,56,Returning,Business,Business,572,6,0.0,5,5,2,4,5,2,4,2,2,2,2,5,2,2
109835,109836,Male,23,Returning,Business,Business,3899,24,9.0,1,1,4,4,1,4,4,2,4,4,4,1,4,5
126890,126891,Male,58,Returning,Personal,Economy,2296,0,0.0,5,4,3,4,1,4,3,2,3,3,4,4,3,3
82846,82847,Female,46,Returning,Business,Business,645,0,0.0,1,1,3,5,1,4,5,4,3,2,4,1,4,4
103773,103774,Female,39,Returning,Business,Business,2185,33,25.0,4,4,4,5,4,5,4,5,4,5,5,4,5,5
111997,111998,Female,46,Returning,Business,Business,533,63,57.0,5,2,5,5,2,4,4,4,4,5,4,2,4,4
36365,36366,Male,46,Returning,Business,Business,3631,0,4.0,5,5,2,3,5,4,3,4,1,4,4,2,4,2
14785,14786,Female,40,Returning,Business,Business,2527,0,13.0,3,3,3,4,3,4,4,4,1,4,4,3,4,4
90287,90288,Male,39,Returning,Business,Economy,757,0,0.0,3,3,4,3,3,4,3,2,3,3,2,3,3,2
108620,108621,Male,57,Returning,Personal,Economy,813,44,34.0,0,1,2,1,3,1,1,1,1,1,5,1,1,5
86126,86127,Female,34,First-time,Business,Business,306,0,0.0,2,2,3,2,2,3,4,5,4,4,5,2,4,5
3885,3886,Female,46,Returning,Business,Business,213,0,27.0,2,2,3,5,2,4,5,5,5,5,4,2,4,4
81216,81217,Female,75,Returning,Business,Business,1026,0,0.0,2,2,4,4,2,2,4,2,4,4,2,2,2,2
29289,29290,Male,41,Returning,Business,Economy,834,0,1.0,5,3,4,5,3,1,5,2,5,5,4,5,5,3
47864,47865,Male,22,Returning,Business,Business,2042,0,0.0,1,1,4,2,1,1,2,1,2,2,3,2,2,3
37058,37059,Female,36,Returning,Business,Economy,1188,47,57.0,3,3,1,2,3,3,2,3,2,2,5,2,2,3
55241,55242,Female,62,Returning,Business,Economy,609,0,0.0,5,2,2,4,2,4,4,4,4,1,4,4,4,4
124357,124358,Female,57,Returning,Business,Business,3351,0,21.0,2,2,3,4,2,4,5,4,5,3,4,2,4,4
119484,119485,Female,36,First-time,Business,Business,759,0,0.0,4,4,4,4,2,4,5,2,5,5,5,4,5,4
44401,44402,Male,71,Returning,Business,Business,3055,95,108.0,2,2,2,3,2,1,4,2,4,1,1,1,1,1
109462,109463,Male,55,Returning,Business,Business,2819,4,0.0,2,2,3,4,2,5,5,5,4,2,5,2,5,5
73281,73282,Male,24,First-time,Business,Business,1144,0,0.0,0,4,3,4,2,4,5,4,5,5,4,4,5,5
50715,50716,Male,9,Returning,Personal,Economy,89,0,7.0,5,2,4,2,3,4,4,3,4,4,5,2,4,5
5547,5548,Male,48,Returning,Personal,Economy,431,0,0.0,4,2,3,2,1,5,2,3,5,5,4,2,5,4
40399,40400,Male,54,Returning,Business,Business,175,0,0.0,4,4,4,3,4,3,3,3,1,1,3,4,3,4
28489,28490,Male,22,Returning,Personal,Economy Plus,1739,0,0.0,5,2,5,2,3,3,5,3,5,5,5,2,5,4
116180,116181,Female,18,Returning,Personal,Economy,373,0,6.0,1,3,4,3,3,1,5,1,5,5,4,3,5,3
69128,69129,Male,56,Returning,Personal,Economy,1598,0,0.0,4,3,1,3,3,4,2,4,2,2,3,3,2,4
25420,25421,Female,42,Returning,Personal,Economy Plus,1105,0,0.0,1,2,1,1,2,2,2,2,2,5,2,2,2,2
108524,108525,Male,50,Returning,Personal,Business,649,0,0.0,2,2,2,4,4,4,4,2,2,1,4,1,4,4
4647,4648,Female,48,Returning,Business,Business,3551,0,1.0,5,5,3,4,5,5,4,5,3,5,5,5,5,5
58605,58606,Female,67,Returning,Personal,Economy,334,11,9.0,4,3,5,5,1,2,5,3,5,4,2,3,2,5
50285,50286,Male,33,Returning,Business,Business,1953,34,37.0,2,2,4,2,2,1,4,4,2,2,4,4,2,4
119607,119608,Female,20,Returning,Personal,Economy,1979,4,0.0,4,2,3,2,3,3,3,2,3,3,1,2,3,4
40981,40982,Female,39,First-time,Business,Business,984,0,0.0,2,2,1,2,1,4,3,3,2,2,2,2,2,1
31322,31323,Male,8,Returning,Personal,Economy Plus,680,17,31.0,4,3,4,3,2,5,2,5,1,1,4,3,1,4
73304,73305,Female,32,Returning,Business,Business,3574,0,0.0,1,1,3,4,1,3,4,2,4,4,5,1,4,5
78883,78884,Female,38,Returning,Personal,Economy Plus,449,67,45.0,5,3,5,3,1,4,2,3,2,2,4,3,2,4
56671,56672,Male,36,Returning,Personal,Economy,1023,0,0.0,3,2,3,2,2,3,2,2,2,2,3,2,2,2
53674,53675,Female,25,Returning,Business,Business,3966,12,3.0,3,3,1,2,3,4,2,5,2,2,5,3,2,4
51999,52000,Female,29,Returning,Business,Business,3736,0,8.0,3,5,4,2,3,1,2,2,2,2,4,2,2,3
68217,68218,Female,33,First-time,Business,Business,631,0,0.0,3,3,5,3,2,4,2,2,1,1,5,2,1,4
123999,124000,Female,43,Returning,Business,Economy,184,0,0.0,1,1,3,2,1,3,2,3,1,3,3,3,3,3
49663,49664,Female,60,Returning,Business,Business,78,113,105.0,3,3,4,4,3,3,4,3,4,1,3,1,3,1
122282,122283,Male,34,Returning,Personal,Economy,546,0,5.0,2,1,4,1,4,2,2,3,2,2,4,1,2,4
110162,110163,Female,43,Returning,Personal,Economy,1072,82,79.0,5,4,4,5,1,3,4,4,4,4,3,4,3,3
81122,81123,Male,64,Returning,Personal,Economy,991,0,4.0,2,3,2,3,3,1,2,3,2,2,3,3,2,4
58426,58427,Female,39,Returning,Business,Economy,333,0,0.0,4,4,1,5,4,3,5,2,5,5,5,5,5,1
78757,78758,Female,30,First-time,Business,Economy,432,6,4.0,3,2,4,2,3,3,2,2,2,2,3,2,2,4
113593,113594,Female,38,First-time,Business,Economy,197,0,0.0,3,3,1,3,4,4,5,4,5,5,4,3,5,3
70650,70651,Female,32,First-time,Business,Business,946,0,0.0,3,3,3,3,3,5,5,3,5,5,5,3,5,5
13654,13655,Female,39,Returning,Business,Business,1711,0,0.0,4,0,5,3,3,5,3,5,3,1,5,0,5,5
126723,126724,Male,43,First-time,Business,Economy,794,0,0.0,1,1,4,1,2,2,4,4,4,4,2,1,4,1
77756,77757,Female,45,Returning,Business,Economy,731,4,0.0,2,2,4,1,2,4,1,5,5,2,4,5,4,4
88037,88038,Male,52,Returning,Business,Business,3889,0,1.0,5,1,3,5,5,5,5,5,5,4,5,5,5,5
36456,36457,Male,23,First-time,Business,Economy,867,0,1.0,3,3,2,3,3,3,4,4,5,5,3,3,5,4
90621,90622,Male,28,Returning,Business,Business,1820,0,0.0,4,4,3,3,4,5,3,3,3,3,4,4,3,5
46552,46553,Male,33,Returning,Business,Economy,196,6,0.0,0,0,2,0,3,4,5,4,5,5,4,0,5,4
61708,61709,Female,55,Returning,Business,Business,1635,0,0.0,1,1,4,3,1,4,4,5,5,3,4,1,4,4
19310,19311,Male,49,Returning,Personal,Business,694,0,0.0,4,1,4,5,1,2,5,1,5,5,2,1,2,2
89242,89243,Male,64,Returning,Personal,Economy Plus,1892,21,0.0,3,3,4,3,3,4,4,3,4,4,2,3,4,2
74788,74789,Male,33,Returning,Business,Business,3217,0,0.0,3,2,5,5,3,3,4,3,4,4,4,3,4,4
77976,77977,Male,54,Returning,Business,Business,227,0,5.0,1,1,4,5,1,4,4,4,5,5,4,1,4,4
84420,84421,Male,22,Returning,Personal,Economy,591,1,0.0,5,2,5,2,1,1,3,3,3,3,1,2,3,5
69582,69583,Female,62,Returning,Personal,Economy,2586,0,37.0,2,1,5,4,2,4,5,3,5,1,4,1,1,2
83445,83446,Female,51,Returning,Business,Business,946,8,18.0,3,1,5,5,3,4,5,4,4,3,4,3,4,4
47517,47518,Male,34,Returning,Personal,Economy,558,0,0.0,4,4,1,4,3,2,5,1,5,5,4,4,5,3
99345,99346,Male,40,Returning,Business,Economy,1771,0,17.0,3,3,2,4,3,3,4,4,4,4,3,4,4,4
54327,54328,Male,43,Returning,Personal,Economy,1597,0,13.0,4,2,3,2,4,3,5,3,2,2,5,2,2,5
537,538,Female,39,Returning,Business,Business,3983,0,0.0,4,4,4,4,4,5,5,5,3,2,5,4,5,5
60695,60696,Female,43,Returning,Business,Business,1605,171,137.0,5,5,3,3,5,3,3,4,3,3,4,5,4,4
95808,95809,Male,31,Returning,Personal,Economy,1050,0,0.0,4,3,5,3,3,5,4,3,5,5,5,3,5,4
39740,39741,Male,7,Returning,Personal,Economy,162,0,0.0,5,3,4,3,3,3,4,2,4,4,5,3,4,4
78024,78025,Male,48,Returning,Business,Business,214,0,0.0,5,0,3,1,4,3,3,3,1,2,3,0,3,3
21175,21176,Male,25,Returning,Personal,Business,192,0,0.0,5,0,4,0,4,5,3,5,3,3,5,1,3,4
30495,30496,Male,11,Returning,Personal,Economy,516,15,49.0,5,2,4,2,4,2,3,4,3,3,5,2,3,3
55658,55659,Male,18,Returning,Business,Economy Plus,296,0,0.0,1,1,2,4,1,5,4,1,4,4,1,4,4,2
99507,99508,Male,53,Returning,Personal,Economy,283,6,11.0,4,4,4,4,3,4,2,2,5,5,5,4,5,5
80855,80856,Male,64,Returning,Personal,Economy,484,0,0.0,3,0,4,0,4,4,4,3,4,4,4,0,4,2
95825,95826,Male,46,Returning,Personal,Economy,1428,0,0.0,4,3,4,3,3,3,5,3,5,5,4,3,5,3
71816,71817,Male,46,Returning,Business,Business,1846,0,0.0,4,4,5,5,4,5,4,4,4,5,5,4,5,5
129836,129837,Male,66,Returning,Personal,Economy,337,199,213.0,4,2,5,5,3,2,5,4,5,2,4,2,5,5
79081,79082,Male,59,Returning,Personal,Economy,226,46,38.0,1,4,2,4,3,3,3,4,3,3,4,4,3,3
64517,64518,Male,29,Returning,Personal,Business,224,3,0.0,4,2,5,2,3,4,3,4,3,3,4,2,3,5
79664,79665,Male,20,Returning,Personal,Economy,712,0,0.0,3,3,4,3,2,5,4,2,5,5,5,3,5,1
26369,26370,Male,28,Returning,Business,Economy,991,0,0.0,5,5,1,1,5,4,1,4,1,1,3,1,1,4
43879,43880,Male,39,Returning,Business,Economy,144,0,0.0,2,2,3,4,2,2,4,1,4,4,1,4,4,2
69305,69306,Male,48,Returning,Business,Business,1547,0,0.0,3,3,5,5,3,4,5,5,5,2,4,3,4,4
13250,13251,Female,52,Returning,Business,Economy,772,0,0.0,4,4,3,4,4,3,4,3,3,3,3,3,3,3
77112,77113,Female,43,Returning,Business,Economy,1081,0,0.0,3,3,1,3,3,4,4,4,5,5,4,4,4,4
76203,76204,Female,70,Returning,Personal,Economy,2422,92,81.0,1,2,2,2,2,1,2,2,1,2,1,2,1,1
86666,86667,Male,15,Returning,Personal,Economy,746,1,0.0,5,1,4,1,4,4,4,5,4,4,5,1,4,4
84875,84876,Male,65,Returning,Personal,Economy,547,0,0.0,1,2,3,2,4,4,1,5,1,1,3,2,1,4
45104,45105,Male,49,Returning,Business,Business,84,0,0.0,4,3,4,2,4,5,5,5,3,1,5,4,5,3
108494,108495,Female,57,Returning,Business,Business,1779,0,0.0,5,5,5,5,5,4,4,4,5,2,4,5,4,4
36288,36289,Male,26,Returning,Personal,Business,187,0,0.0,4,2,4,2,4,4,5,2,5,5,4,2,5,5
102214,102215,Female,59,Returning,Business,Business,1635,8,3.0,1,1,5,5,1,4,5,4,4,3,4,1,4,5
77564,77565,Female,34,Returning,Business,Business,2961,23,17.0,4,4,5,4,4,2,4,2,3,4,2,4,2,2
98126,98127,Female,17,Returning,Personal,Economy,472,0,0.0,3,1,4,1,1,2,1,2,1,1,2,1,1,1
110722,110723,Female,45,First-time,Business,Business,990,32,125.0,4,4,4,5,2,4,3,5,3,3,5,5,3,5
25981,25982,Male,35,Returning,Business,Economy,577,2,0.0,3,3,1,3,3,1,3,2,3,3,2,3,3,5
77438,77439,Female,60,Returning,Business,Economy Plus,199,35,16.0,2,2,1,4,2,3,3,3,2,2,3,3,3,3
35981,35982,Male,52,Returning,Personal,Economy,632,5,0.0,5,2,5,2,2,3,5,2,5,5,5,2,5,5
48011,48012,Female,27,Returning,Personal,Economy Plus,550,6,0.0,4,3,4,3,4,4,4,4,4,4,5,3,4,3
23786,23787,Male,61,Returning,Business,Economy,374,12,1.0,4,4,1,3,4,2,3,2,3,3,4,3,3,4
11974,11975,Male,53,Returning,Business,Business,643,2,0.0,5,5,3,5,5,5,4,5,3,4,5,5,5,5
3079,3080,Male,46,Returning,Business,Business,594,0,0.0,5,5,4,5,5,4,5,4,5,3,4,5,4,4
18544,18545,Male,77,First-time,Business,Economy,190,0,0.0,3,4,2,4,4,2,5,3,5,5,3,4,5,4
6431,6432,Male,32,Returning,Personal,Economy,296,8,5.0,4,3,2,3,2,3,5,3,5,5,3,3,5,1
18620,18621,Male,22,Returning,Personal,Economy,253,113,103.0,5,0,4,0,2,5,2,3,2,2,2,3,2,5
94395,94396,Female,32,First-time,Business,Business,239,0,0.0,3,3,3,3,5,4,4,4,4,4,4,3,4,4
63993,63994,Male,12,Returning,Business,Economy,612,9,3.0,3,3,2,2,3,4,1,3,2,2,3,2,2,2
87264,87265,Male,25,Returning,Business,Business,3904,0,0.0,4,1,4,5,4,3,5,3,5,5,5,4,5,4
81184,81185,Female,25,First-time,Business,Economy,980,62,50.0,3,3,3,3,3,3,5,2,5,5,3,3,5,3
75202,75203,Female,44,Returning,Business,Business,1744,0,0.0,2,2,1,1,2,1,1,1,2,5,1,1,1,1
70305,70306,Male,53,Returning,Business,Business,3716,54,54.0,3,3,5,5,3,4,4,4,4,3,4,3,4,4
93112,93113,Male,57,Returning,Business,Business,1723,0,0.0,5,1,4,4,5,2,5,2,5,5,2,5,2,2
38939,38940,Female,42,Returning,Personal,Economy,162,0,0.0,4,2,5,4,5,3,5,2,3,4,3,2,3,3
50217,50218,Female,55,Returning,Business,Economy,86,0,0.0,1,1,2,2,1,3,3,3,4,3,3,3,3,3
11059,11060,Female,31,Returning,Personal,Economy,224,4,1.0,2,4,2,4,4,2,5,2,5,5,3,4,5,3
98558,98559,Female,45,First-time,Business,Business,993,0,0.0,5,5,5,5,1,4,4,2,4,4,5,5,4,5
36212,36213,Female,55,Returning,Business,Business,280,0,0.0,5,4,4,3,5,3,3,3,1,1,3,3,3,3
119925,119926,Male,24,Returning,Business,Business,1531,0,0.0,1,1,5,4,1,5,4,2,4,4,4,1,4,5
64249,64250,Female,52,Returning,Personal,Economy,1660,0,15.0,4,4,3,4,2,5,5,4,5,2,5,4,5,5
118743,118744,Male,49,Returning,Personal,Economy,304,23,18.0,5,3,5,3,3,5,5,2,5,5,4,3,5,4
57549,57550,Female,53,Returning,Business,Business,1597,1,7.0,5,5,5,3,5,4,4,5,3,4,4,5,4,4
112497,112498,Female,62,Returning,Personal,Economy,850,0,0.0,3,5,4,5,4,5,2,3,3,2,5,5,5,5
59529,59530,Male,40,Returning,Business,Business,3117,2,0.0,1,1,2,4,1,1,3,1,1,4,1,1,1,1
2628,2629,Female,25,First-time,Business,Economy Plus,227,0,0.0,4,2,4,2,3,2,2,5,1,1,4,1,1,3
94282,94283,Male,32,Returning,Business,Business,2220,0,0.0,4,4,5,4,4,4,4,4,4,4,4,4,4,4
77529,77530,Female,34,Returning,Personal,Economy,1310,18,31.0,1,2,2,2,2,4,1,4,1,1,2,2,1,2
42277,42278,Male,45,Returning,Business,Business,1883,86,63.0,3,3,4,4,3,2,4,2,2,5,2,2,2,2
118205,118206,Male,55,Returning,Personal,Economy,1444,3,0.0,2,4,4,4,2,3,5,4,5,5,1,4,5,1
93391,93392,Male,40,Returning,Business,Business,671,28,19.0,4,4,3,4,4,5,5,4,5,4,5,4,5,5
60164,60165,Female,27,Returning,Personal,Economy,1005,0,0.0,4,3,4,3,2,3,5,3,5,5,5,3,5,4
54504,54505,Male,31,First-time,Business,Economy,925,0,0.0,3,3,4,3,3,3,4,4,4,4,4,3,4,1
89154,89155,Female,62,Returning,Personal,Economy,1919,0,0.0,4,5,4,4,4,1,4,5,5,3,1,5,1,4
58815,58816,Male,41,Returning,Personal,Economy,1182,0,0.0,5,3,5,3,4,5,2,3,2,2,4,3,2,5
77791,77792,Female,66,Returning,Personal,Economy,696,0,2.0,5,2,5,5,1,1,5,2,3,4,1,2,1,1
69228,69229,Male,58,Returning,Business,Business,3952,0,0.0,5,5,4,5,5,5,5,5,5,5,5,5,5,5
79457,79458,Male,41,Returning,Business,Business,2286,55,19.0,4,4,4,5,4,5,4,5,5,4,5,4,5,5
88788,88789,Male,62,Returning,Business,Economy Plus,404,12,15.0,3,3,4,2,3,4,2,1,2,2,4,2,2,4
6558,6559,Male,31,Returning,Business,Economy,528,32,18.0,5,5,1,3,5,3,3,1,3,3,3,3,3,3
47530,47531,Female,56,Returning,Personal,Economy,541,46,33.0,5,2,4,4,3,1,2,2,1,4,1,2,1,5
98498,98499,Male,33,Returning,Business,Business,402,0,0.0,2,2,5,3,2,3,4,5,4,4,4,2,4,4
112146,112147,Male,44,Returning,Business,Business,3642,7,12.0,5,5,3,5,5,4,5,4,5,4,4,5,4,4
59824,59825,Male,50,Returning,Business,Business,2160,0,0.0,1,1,3,5,1,4,4,4,4,3,4,1,4,4
110989,110990,Male,29,First-time,Business,Business,197,47,55.0,4,4,5,4,3,3,2,4,2,2,4,5,2,4
95948,95949,Female,24,First-time,Business,Business,1090,0,0.0,4,4,3,4,3,4,4,5,4,4,5,4,4,4
83411,83412,Female,49,First-time,Business,Business,632,0,0.0,4,4,3,4,3,5,2,2,2,2,4,4,2,5
127154,127155,Male,65,Returning,Personal,Economy,651,0,0.0,2,2,3,2,3,3,5,4,3,3,2,2,3,2
34849,34850,Male,47,Returning,Business,Economy,1826,7,0.0,2,4,1,4,2,5,4,4,4,4,5,4,4,4
67660,67661,Male,45,Returning,Business,Business,1464,2,4.0,3,3,4,5,3,5,4,5,4,2,5,3,5,5
60836,60837,Male,34,First-time,Business,Business,1754,0,0.0,3,3,4,3,2,5,1,4,1,1,4,3,1,4
5205,5206,Male,45,Returning,Business,Business,1809,0,0.0,2,2,5,5,2,1,4,2,5,5,1,2,1,1
83703,83704,Female,52,Returning,Personal,Economy,577,13,1.0,1,2,3,1,2,5,1,2,2,5,5,3,5,4
12162,12163,Male,27,First-time,Business,Business,1075,0,3.0,2,2,1,2,4,1,4,1,4,4,3,3,4,4
6135,6136,Female,47,First-time,Business,Economy,409,0,0.0,4,1,3,1,4,3,4,3,4,4,3,1,4,3
34578,34579,Male,38,Returning,Business,Business,1598,0,0.0,2,2,2,5,2,5,1,5,5,5,5,2,5,5
61972,61973,Male,39,Returning,Business,Business,2475,17,36.0,3,3,4,5,3,4,5,4,3,3,4,3,4,4
98067,98068,Male,22,First-time,Business,Business,1449,7,12.0,0,0,5,0,3,4,2,5,2,2,5,0,2,4
120308,120309,Female,45,Returning,Business,Economy,268,0,0.0,5,5,3,4,5,4,3,4,1,5,4,4,4,4
82653,82654,Female,54,Returning,Business,Business,3015,0,0.0,3,3,3,4,3,4,5,4,5,4,4,3,4,5
4719,4720,Male,26,Returning,Business,Business,3332,0,0.0,4,4,5,5,4,5,5,3,5,5,4,4,5,5
94361,94362,Female,41,Returning,Business,Business,239,1,6.0,5,5,3,4,5,5,5,5,4,2,5,5,5,5
36799,36800,Female,40,Returning,Personal,Economy,2611,128,135.0,3,1,2,2,4,5,2,5,2,1,4,1,1,5
78026,78027,Male,45,Returning,Business,Business,1501,3,0.0,2,2,3,3,2,2,4,2,4,2,2,2,2,2
103674,103675,Male,38,Returning,Business,Business,1642,156,155.0,3,3,1,1,3,4,1,2,1,1,2,1,4,2
15038,15039,Female,57,Returning,Business,Economy,488,0,0.0,1,1,5,4,1,3,3,3,2,3,3,3,3,3
11106,11107,Female,37,Returning,Personal,Economy,667,0,10.0,4,3,4,3,2,5,2,4,2,2,5,3,2,5
68443,68444,Male,52,Returning,Business,Business,3646,186,183.0,1,1,5,5,1,3,5,4,5,5,4,1,4,4
48393,48394,Female,29,Returning,Personal,Economy,674,0,0.0,5,4,4,4,4,4,4,4,4,4,5,4,4,4
105722,105723,Male,55,Returning,Business,Economy,663,19,7.0,4,5,4,2,5,2,2,3,2,2,3,2,2,3
46042,46043,Male,18,Returning,Business,Economy,996,26,39.0,1,1,2,1,1,3,3,3,1,1,3,1,1,4
62712,62713,Female,25,Returning,Business,Business,2556,18,4.0,3,3,4,4,3,2,4,4,4,4,4,3,4,5
106222,106223,Female,43,Returning,Business,Economy,471,20,5.0,2,2,2,3,2,2,4,2,4,3,2,2,2,2
15671,15672,Male,40,Returning,Business,Economy,617,0,0.0,3,3,1,4,3,4,4,2,4,4,5,4,4,2
87096,87097,Male,59,Returning,Business,Economy,594,11,0.0,1,1,1,2,1,1,2,5,2,2,2,2,2,3
113082,113083,Female,50,Returning,Business,Economy,479,0,0.0,3,3,3,3,3,1,2,1,3,1,1,1,1,1
57253,57254,Female,60,Returning,Business,Economy,804,0,0.0,2,2,4,3,2,2,4,2,3,2,2,2,2,2
61907,61908,Female,22,First-time,Business,Economy,550,0,0.0,5,3,4,3,2,3,4,4,4,4,4,3,4,4
101737,101738,Male,51,Returning,Personal,Business,1590,0,0.0,3,1,2,4,4,2,4,1,3,2,2,1,2,2
128150,128151,Male,49,Returning,Business,Business,1788,0,1.0,1,1,5,5,1,3,4,3,5,4,3,1,3,3
58016,58017,Female,34,Returning,Business,Economy,1721,0,0.0,1,1,4,4,1,2,4,1,4,4,4,4,4,2
59380,59381,Male,47,Returning,Business,Economy,1004,7,0.0,3,3,3,5,3,2,4,4,4,4,4,5,4,5
77839,77840,Female,53,Returning,Business,Business,2379,0,9.0,4,4,4,5,4,4,4,4,4,5,4,4,4,4
52896,52897,Female,63,Returning,Personal,Economy,1024,0,0.0,4,4,1,3,4,4,5,4,1,5,4,4,4,4
71007,71008,Male,54,Returning,Business,Business,1921,0,0.0,2,2,3,5,2,4,4,4,5,2,4,2,4,4
129041,129042,Male,31,First-time,Business,Economy,1744,148,143.0,2,2,2,2,2,3,2,2,2,2,4,2,4,3
54116,54117,Male,50,Returning,Business,Business,1400,8,0.0,1,1,2,3,1,4,2,4,4,4,4,1,4,4
104295,104296,Male,47,Returning,Personal,Economy,440,70,70.0,5,3,3,3,3,5,1,4,2,2,4,3,2,4
8623,8624,Female,39,First-time,Business,Business,280,0,0.0,3,3,4,3,4,4,3,2,3,3,5,3,3,5
78920,78921,Female,46,Returning,Business,Business,501,0,0.0,2,5,4,4,2,4,5,4,4,4,4,2,4,4
123351,123352,Male,26,Returning,Business,Business,644,0,0.0,1,1,4,4,1,3,4,5,4,4,4,1,4,4
733,734,Female,39,First-time,Business,Business,89,0,44.0,2,2,4,2,1,5,4,3,4,4,4,2,4,4
73175,73176,Female,41,Returning,Business,Business,3768,0,0.0,3,3,5,4,3,4,4,4,4,4,4,3,4,4
76938,76939,Female,20,First-time,Business,Economy,874,0,0.0,1,1,3,1,4,4,5,5,5,5,5,1,5,4
60794,60795,Female,51,Returning,Business,Business,3581,49,54.0,5,5,4,4,5,4,5,5,5,4,4,5,4,4
20650,20651,Female,28,Returning,Business,Business,3437,0,0.0,4,4,2,4,4,3,4,5,4,4,5,4,4,3
60252,60253,Male,53,Returning,Personal,Economy,1506,0,0.0,4,2,3,2,4,1,4,4,5,5,1,2,5,2
113395,113396,Female,46,Returning,Business,Business,2701,29,28.0,1,1,4,4,5,4,5,4,5,2,4,0,4,4
54831,54832,Female,48,Returning,Business,Economy,862,10,15.0,3,3,3,2,3,3,2,3,3,2,3,3,3,3
87975,87976,Female,42,Returning,Business,Business,1898,49,47.0,5,5,4,4,5,5,4,5,3,5,5,5,5,5
43782,43783,Male,40,Returning,Personal,Economy,546,0,2.0,1,3,2,3,3,1,3,2,3,3,3,3,3,4
43633,43634,Male,42,Returning,Personal,Economy Plus,252,0,0.0,5,1,4,1,3,1,2,2,2,2,4,1,2,4
15888,15889,Female,30,Returning,Personal,Economy,332,0,0.0,5,1,5,1,4,3,2,2,2,2,4,1,2,5
46818,46819,Male,38,Returning,Business,Economy,959,0,0.0,2,4,1,4,2,1,4,3,4,4,5,4,4,2
115418,115419,Female,52,Returning,Business,Business,2108,0,0.0,5,5,1,4,5,1,3,1,1,5,1,1,1,1
67654,67655,Male,41,Returning,Business,Business,1205,0,0.0,4,4,1,4,4,3,4,4,3,2,3,3,3,3
37713,37714,Male,44,Returning,Personal,Economy,1005,39,30.0,5,3,4,3,5,4,1,4,1,1,5,3,1,5
103955,103956,Male,21,Returning,Personal,Economy,533,0,0.0,5,2,5,2,4,5,5,5,5,5,5,2,5,5
95527,95528,Male,27,Returning,Personal,Economy Plus,248,0,22.0,1,4,3,4,2,1,1,1,1,1,3,4,1,3
67814,67815,Male,29,First-time,Business,Economy,1064,29,29.0,3,3,2,3,4,2,5,5,5,5,3,4,5,3
41109,41110,Female,21,First-time,Business,Economy,667,19,22.0,3,2,2,2,4,1,1,2,1,1,3,2,1,3
69968,69969,Female,47,Returning,Business,Business,236,0,0.0,3,3,4,4,3,5,4,5,3,4,5,3,5,5
91480,91481,Female,46,Returning,Personal,Economy,859,0,4.0,5,5,5,5,4,1,4,5,3,2,1,5,1,1
21668,21669,Female,49,Returning,Business,Business,3713,72,64.0,1,1,2,4,1,5,3,5,2,3,5,1,5,5
99438,99439,Male,33,Returning,Business,Business,2214,207,208.0,3,3,4,4,3,4,4,4,4,4,5,3,3,5
1425,1426,Female,54,Returning,Business,Business,158,24,27.0,1,1,1,4,1,2,4,2,4,4,2,1,2,1
